drive_session,frame_num,cam_front_path,cam_left_path,cam_right_path,acceleration_x,acceleration_y,roll_angle,accelerator_pedal,brake_pressure,steering_angle_calculated
1,14130,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014189.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014189.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014189.png,-0.0199999999999818,-0.82000000000005,-1.2749999999999917,0.0,0.0,33.3
1,14131,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014190.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014190.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014190.png,-0.0199999999999818,-0.7200000000000273,-1.2249999999999943,0.0,0.0,30.9
1,14132,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014191.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014191.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014191.png,-0.0600000000000591,-0.6000000000000227,-1.1499999999999917,0.0,0.0,27.15
1,14133,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014192.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014192.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014192.png,-0.1200000000000045,-0.4800000000000182,-1.0999999999999943,0.0,0.0,24.75
1,14134,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014193.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014193.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014193.png,-0.0800000000000409,-0.3600000000000136,-1.0249999999999917,0.0,0.0,22.5
1,14135,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014194.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014194.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014194.png,-0.1000000000000227,-0.3000000000000682,-0.9249999999999972,0.0,0.0,19.65
1,14136,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014195.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014195.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014195.png,-0.1000000000000227,-0.1599999999999681,-0.8499999999999943,0.0,0.0,17.4
1,14137,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014196.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014196.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014196.png,-0.1200000000000045,-0.1800000000000636,-0.7749999999999915,0.0,0.0,15.6
1,14138,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014197.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014197.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014197.png,-0.1399999999999863,0.0,-0.7000000000000028,0.0,0.0,13.2
1,14139,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014198.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014198.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014198.png,-0.1200000000000045,0.0,-0.6499999999999915,0.0,0.0,11.7
1,14140,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014199.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014199.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014199.png,-0.1200000000000045,0.1000000000000227,-0.5999999999999943,0.0,0.0,10.05
1,14141,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014200.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014200.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014200.png,-0.1200000000000045,0.0399999999999636,-0.5499999999999972,0.0,0.0,8.25
1,14142,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014201.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014201.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014201.png,-0.1599999999999681,0.0599999999999454,-0.5249999999999915,0.0,0.0,7.2
1,14143,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014202.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014202.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014202.png,-0.1200000000000045,0.0800000000000409,-0.5,0.0,0.0,6.0
1,14144,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014203.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014203.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014203.png,-0.1399999999999863,-0.0199999999999818,-0.5,0.0,0.0,4.65
1,14145,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014204.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014204.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014204.png,-0.2000000000000454,0.1399999999999863,-0.5,0.0,0.0,3.6
1,14146,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014205.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014205.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014205.png,-0.2799999999999727,0.0599999999999454,-0.5,0.0,0.0,2.7
1,14147,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014206.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014206.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014206.png,-0.3000000000000682,-0.0399999999999636,-0.5,0.0,0.0,1.5
1,14148,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014207.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014207.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014207.png,-0.2400000000000091,-0.0399999999999636,-0.5,0.0,0.0,0.75
1,14149,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014208.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014208.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014208.png,-0.32000000000005,0.0199999999999818,-0.5,0.0,0.0,0.0
1,14150,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014209.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014209.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014209.png,-0.3400000000000318,-0.0199999999999818,-0.4749999999999943,0.0,0.0,-0.9
1,14151,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014210.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014210.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014210.png,-0.4800000000000182,0.1200000000000045,-0.4749999999999943,0.0,0.0,-1.65
1,14152,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014211.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014211.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014211.png,-0.6200000000000045,-0.0600000000000591,-0.4500000000000028,0.0,0.0,-2.4
1,14153,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014212.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014212.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014212.png,-0.6399999999999864,0.1000000000000227,-0.4500000000000028,0.0,0.0,-3.15
1,14154,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014213.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014213.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014213.png,-0.5800000000000409,0.1000000000000227,-0.4249999999999971,0.0,0.0,-3.75
1,14155,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014214.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014214.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014214.png,-0.5,0.1200000000000045,-0.3999999999999915,0.0,0.0,-4.35
1,14156,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014215.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014215.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014215.png,-0.6399999999999864,0.1200000000000045,-0.3999999999999915,0.0,0.0,-5.1
1,14157,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014216.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014216.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014216.png,-0.6399999999999864,0.0399999999999636,-0.375,0.0,0.0,-5.7
1,14158,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014217.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014217.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014217.png,-0.6399999999999864,0.1999999999999318,-0.375,0.0,-0.3000000000000007,-6.6
1,14159,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014218.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014218.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014218.png,-0.6200000000000045,0.0399999999999636,-0.3499999999999943,0.0,0.0,-7.8
1,14160,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014219.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014219.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014219.png,-0.5600000000000591,0.1799999999999499,-0.3250000000000028,0.0,0.0,-8.85
1,14161,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014220.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014220.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014220.png,-0.5199999999999818,0.1799999999999499,-0.2749999999999915,0.0,0.0,-10.35
1,14162,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014221.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014221.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014221.png,-0.6000000000000227,0.1599999999999681,-0.2249999999999943,0.0,0.0,-12.3
1,14163,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014222.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014222.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014222.png,-0.6200000000000045,0.3600000000000136,-0.1749999999999971,0.0,0.0,-13.95
1,14164,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014223.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014223.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014223.png,-0.5600000000000591,0.3400000000000318,-0.125,0.0,0.0,-15.6
1,14165,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014224.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014224.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014224.png,-0.5800000000000409,0.4600000000000364,-0.0249999999999914,0.0,0.0,-18.15
1,14166,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014225.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014225.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014225.png,-0.6399999999999864,0.4600000000000364,0.0499999999999971,0.0,0.0,-19.95
1,14167,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014226.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014226.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014226.png,-0.6200000000000045,0.67999999999995,0.1000000000000085,0.0,0.0,-21.45
1,14168,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014227.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014227.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014227.png,-0.6800000000000637,0.7200000000000273,0.2000000000000028,0.0,0.0,-23.55
1,14169,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014228.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014228.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014228.png,-0.6599999999999682,0.7400000000000091,0.25,0.0,0.0,-24.6
1,14170,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014229.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014229.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014229.png,-0.6599999999999682,0.8199999999999363,0.2750000000000057,0.0,0.0,-25.5
1,14171,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014230.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014230.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014230.png,-0.6399999999999864,0.7400000000000091,0.3250000000000028,0.0,0.0,-26.1
1,14172,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014231.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014231.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014231.png,-0.7799999999999727,0.7799999999999727,0.3500000000000085,0.0,0.0,-26.25
1,14173,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014232.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014232.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014232.png,-0.82000000000005,0.6399999999999864,0.375,0.0,0.0,-26.25
1,14174,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014233.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014233.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014233.png,-0.8600000000000136,0.4800000000000182,0.375,0.0,0.0,-26.25
1,14175,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014234.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014234.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014234.png,-0.8799999999999955,0.5399999999999636,0.375,0.0,0.0,-26.25
1,14176,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014235.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014235.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014235.png,-0.82000000000005,0.5,0.375,0.0,0.0,-26.25
1,14177,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014236.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014236.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014236.png,-0.8000000000000682,0.5599999999999454,0.4000000000000057,0.0,0.0,-26.25
1,14178,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014237.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014237.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014237.png,-0.8400000000000318,0.4600000000000364,0.4000000000000057,0.0,0.0,-26.25
1,14179,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014238.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014238.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014238.png,-0.9400000000000546,0.4199999999999591,0.4000000000000057,0.0,0.0,-26.25
1,14180,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014239.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014239.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014239.png,-0.8600000000000136,0.5399999999999636,0.4249999999999971,0.0,0.0,-26.25
1,14181,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014240.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014240.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014240.png,-0.7799999999999727,0.5399999999999636,0.4500000000000028,0.0,0.0,-26.25
1,14182,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014241.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014241.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014241.png,-0.7200000000000273,0.4600000000000364,0.4500000000000028,0.0,0.0,-26.25
1,14183,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014242.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014242.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014242.png,-0.7799999999999727,0.5800000000000409,0.4750000000000085,0.0,0.0,-26.25
1,14184,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014243.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014243.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014243.png,-0.8000000000000682,0.4600000000000364,0.4750000000000085,0.0,0.0,-26.25
1,14185,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014244.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014244.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014244.png,-0.7799999999999727,0.5,0.4750000000000085,0.0,0.0,-26.25
1,14186,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014245.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014245.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014245.png,-0.82000000000005,0.5599999999999454,0.4750000000000085,0.0,0.0,-26.1
1,14187,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014246.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014246.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014246.png,-0.8400000000000318,0.5,0.5,0.0,0.0,-26.1
1,14188,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014247.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014247.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014247.png,-0.8400000000000318,0.4800000000000182,0.5,0.0,0.0,-26.1
1,14189,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014248.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014248.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014248.png,-0.8600000000000136,0.5199999999999818,0.5,0.0,0.0,-26.1
1,14190,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014249.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014249.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014249.png,-0.82000000000005,0.4199999999999591,0.5250000000000057,0.0,0.0,-25.95
1,14191,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014250.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014250.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014250.png,-0.8799999999999955,0.4399999999999409,0.5250000000000057,0.0,0.0,-25.95
1,14192,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014251.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014251.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014251.png,-0.82000000000005,0.4199999999999591,0.5499999999999972,0.0,0.0,-25.95
1,14193,1center/camera_lidar/20180810_150607/camera/cam_front_center/20180810150607_camera_frontcenter_000014252.png,1left/camera_lidar/20180810_150607/camera/cam_front_left/20180810150607_camera_frontleft_000014252.png,1right/camera_lidar/20180810_150607/camera/cam_front_right/20180810150607_camera_frontright_000014252.png,-0.82000000000005,0.3999999999999772,0.5499999999999972,0.0,0.0,-25.95
